id	name	kind
Biological Process::GO:0001816	cytokine production	Biological Process
Biological Process::GO:0001817	regulation of cytokine production	Biological Process
Biological Process::GO:0001818	negative regulation of cytokine production	Biological Process
Biological Process::GO:0001819	positive regulation of cytokine production	Biological Process
Biological Process::GO:0001820	serotonin secretion	Biological Process
Biological Process::GO:0001821	histamine secretion	Biological Process
Biological Process::GO:0001822	kidney development	Biological Process
Biological Process::GO:0001823	mesonephros development	Biological Process
Biological Process::GO:0001824	blastocyst development	Biological Process
Biological Process::GO:0001825	blastocyst formation	Biological Process
Biological Process::GO:0001826	inner cell mass cell differentiation	Biological Process
Biological Process::GO:0001827	inner cell mass cell fate commitment	Biological Process
Biological Process::GO:0001828	inner cell mass cellular morphogenesis	Biological Process
Biological Process::GO:0001829	trophectodermal cell differentiation	Biological Process
Biological Process::GO:0001831	trophectodermal cellular morphogenesis	Biological Process
Biological Process::GO:0001832	blastocyst growth	Biological Process
Biological Process::GO:0001833	inner cell mass cell proliferation	Biological Process
Biological Process::GO:0001834	trophectodermal cell proliferation	Biological Process
Biological Process::GO:0001835	blastocyst hatching	Biological Process
Biological Process::GO:0001836	release of cytochrome c from mitochondria	Biological Process
Biological Process::GO:0001837	epithelial to mesenchymal transition	Biological Process
Biological Process::GO:0001838	embryonic epithelial tube formation	Biological Process
Biological Process::GO:0001839	neural plate morphogenesis	Biological Process
Biological Process::GO:0001840	neural plate development	Biological Process
Biological Process::GO:0001841	neural tube formation	Biological Process
Biological Process::GO:0001842	neural fold formation	Biological Process
Biological Process::GO:0001843	neural tube closure	Biological Process
Biological Process::GO:0001845	phagolysosome assembly	Biological Process
Biological Process::GO:0001865	NK T cell differentiation	Biological Process
Biological Process::GO:0001866	NK T cell proliferation	Biological Process
Biological Process::GO:0001867	complement activation, lectin pathway	Biological Process
Biological Process::GO:0001868	regulation of complement activation, lectin pathway	Biological Process
Biological Process::GO:0001869	negative regulation of complement activation, lectin pathway	Biological Process
Biological Process::GO:0001878	response to yeast	Biological Process
Biological Process::GO:0001879	detection of yeast	Biological Process
Biological Process::GO:0001880	Mullerian duct regression	Biological Process
Biological Process::GO:0001881	receptor recycling	Biological Process
Biological Process::GO:0001885	endothelial cell development	Biological Process
Biological Process::GO:0001886	endothelial cell morphogenesis	Biological Process
Biological Process::GO:0001887	selenium compound metabolic process	Biological Process
Biological Process::GO:0001889	liver development	Biological Process
Biological Process::GO:0001890	placenta development	Biological Process
Biological Process::GO:0001892	embryonic placenta development	Biological Process
Biological Process::GO:0001893	maternal placenta development	Biological Process
Biological Process::GO:0001894	tissue homeostasis	Biological Process
Biological Process::GO:0001895	retina homeostasis	Biological Process
Biological Process::GO:0001906	cell killing	Biological Process
Biological Process::GO:0001909	leukocyte mediated cytotoxicity	Biological Process
Biological Process::GO:0001910	regulation of leukocyte mediated cytotoxicity	Biological Process
Biological Process::GO:0001911	negative regulation of leukocyte mediated cytotoxicity	Biological Process
Biological Process::GO:0001912	positive regulation of leukocyte mediated cytotoxicity	Biological Process
Biological Process::GO:0001913	T cell mediated cytotoxicity	Biological Process
Biological Process::GO:0001914	regulation of T cell mediated cytotoxicity	Biological Process
Biological Process::GO:0001915	negative regulation of T cell mediated cytotoxicity	Biological Process
Biological Process::GO:0001916	positive regulation of T cell mediated cytotoxicity	Biological Process
Biological Process::GO:0001919	regulation of receptor recycling	Biological Process
Biological Process::GO:0001920	negative regulation of receptor recycling	Biological Process
Biological Process::GO:0001921	positive regulation of receptor recycling	Biological Process
Biological Process::GO:0001922	B-1 B cell homeostasis	Biological Process
Biological Process::GO:0001923	B-1 B cell differentiation	Biological Process
Biological Process::GO:0001932	regulation of protein phosphorylation	Biological Process
Biological Process::GO:0001933	negative regulation of protein phosphorylation	Biological Process
Biological Process::GO:0001934	positive regulation of protein phosphorylation	Biological Process
Biological Process::GO:0001935	endothelial cell proliferation	Biological Process
Biological Process::GO:0001936	regulation of endothelial cell proliferation	Biological Process
Biological Process::GO:0001937	negative regulation of endothelial cell proliferation	Biological Process
Biological Process::GO:0001938	positive regulation of endothelial cell proliferation	Biological Process
Biological Process::GO:0001941	postsynaptic membrane organization	Biological Process
Biological Process::GO:0001942	hair follicle development	Biological Process
Biological Process::GO:0001944	vasculature development	Biological Process
Biological Process::GO:0001945	lymph vessel development	Biological Process
Biological Process::GO:0001946	lymphangiogenesis	Biological Process
Biological Process::GO:0001947	heart looping	Biological Process
Biological Process::GO:0001949	sebaceous gland cell differentiation	Biological Process
Biological Process::GO:0001951	intestinal D-glucose absorption	Biological Process
Biological Process::GO:0001952	regulation of cell-matrix adhesion	Biological Process
Biological Process::GO:0001953	negative regulation of cell-matrix adhesion	Biological Process
Biological Process::GO:0001954	positive regulation of cell-matrix adhesion	Biological Process
Biological Process::GO:0001955	blood vessel maturation	Biological Process
Biological Process::GO:0001956	positive regulation of neurotransmitter secretion	Biological Process
Biological Process::GO:0001957	intramembranous ossification	Biological Process
Biological Process::GO:0001958	endochondral ossification	Biological Process
Biological Process::GO:0001959	regulation of cytokine-mediated signaling pathway	Biological Process
Biological Process::GO:0001960	negative regulation of cytokine-mediated signaling pathway	Biological Process
Biological Process::GO:0001961	positive regulation of cytokine-mediated signaling pathway	Biological Process
Biological Process::GO:0001963	synaptic transmission, dopaminergic	Biological Process
Biological Process::GO:0001964	startle response	Biological Process
Biological Process::GO:0001966	thigmotaxis	Biological Process
Biological Process::GO:0001967	suckling behavior	Biological Process
Biological Process::GO:0001969	regulation of activation of membrane attack complex	Biological Process
Biological Process::GO:0001970	positive regulation of activation of membrane attack complex	Biological Process
Biological Process::GO:0001971	negative regulation of activation of membrane attack complex	Biological Process
Biological Process::GO:0001973	G protein-coupled adenosine receptor signaling pathway	Biological Process
Biological Process::GO:0001974	blood vessel remodeling	Biological Process
Biological Process::GO:0001975	response to amphetamine	Biological Process
Biological Process::GO:0001976	nervous system process involved in regulation of systemic arterial blood pressure	Biological Process
Biological Process::GO:0001977	renal system process involved in regulation of blood volume	Biological Process
Biological Process::GO:0001978	regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback	Biological Process
Biological Process::GO:0001980	regulation of systemic arterial blood pressure by ischemic conditions	Biological Process
Biological Process::GO:0001983	baroreceptor response to increased systemic arterial blood pressure	Biological Process
Biological Process::GO:0001990	regulation of systemic arterial blood pressure by hormone	Biological Process
Biological Process::GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	Biological Process
Biological Process::GO:0001992	regulation of systemic arterial blood pressure by vasopressin	Biological Process
Biological Process::GO:0001993	regulation of systemic arterial blood pressure by norepinephrine-epinephrine	Biological Process
Biological Process::GO:0001994	norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure	Biological Process
Biological Process::GO:0001996	positive regulation of heart rate by epinephrine-norepinephrine	Biological Process
Biological Process::GO:0001997	positive regulation of the force of heart contraction by epinephrine-norepinephrine	Biological Process
Biological Process::GO:0001999	renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure	Biological Process
Biological Process::GO:0002001	renin secretion into blood stream	Biological Process
Biological Process::GO:0002002	regulation of angiotensin levels in blood	Biological Process
Biological Process::GO:0002003	angiotensin maturation	Biological Process
Biological Process::GO:0002009	morphogenesis of an epithelium	Biological Process
Biological Process::GO:0002011	morphogenesis of an epithelial sheet	Biological Process
Biological Process::GO:0002016	regulation of blood volume by renin-angiotensin	Biological Process
Biological Process::GO:0002017	regulation of blood volume by renal aldosterone	Biological Process
Biological Process::GO:0002018	renin-angiotensin regulation of aldosterone production	Biological Process
Biological Process::GO:0002019	regulation of renal output by angiotensin	Biological Process
Biological Process::GO:0002021	response to dietary excess	Biological Process
Biological Process::GO:0002023	reduction of food intake in response to dietary excess	Biological Process
Biological Process::GO:0002024	diet induced thermogenesis	Biological Process
Biological Process::GO:0002025	norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure	Biological Process
Biological Process::GO:0002026	regulation of the force of heart contraction	Biological Process
Biological Process::GO:0002027	regulation of heart rate	Biological Process
Biological Process::GO:0002028	regulation of sodium ion transport	Biological Process
Biological Process::GO:0002029	desensitization of G protein-coupled receptor signaling pathway	Biological Process
Biological Process::GO:0002031	G protein-coupled receptor internalization	Biological Process
Biological Process::GO:0002034	maintenance of blood vessel diameter homeostasis by renin-angiotensin	Biological Process
Biological Process::GO:0002035	brain renin-angiotensin system	Biological Process
Biological Process::GO:0002036	regulation of L-glutamate import across plasma membrane	Biological Process
Biological Process::GO:0002037	negative regulation of L-glutamate import across plasma membrane	Biological Process
Biological Process::GO:0002038	positive regulation of L-glutamate import across plasma membrane	Biological Process
Biological Process::GO:0002040	sprouting angiogenesis	Biological Process
Biological Process::GO:0002042	cell migration involved in sprouting angiogenesis	Biological Process
Biological Process::GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	Biological Process
Biological Process::GO:0002051	osteoblast fate commitment	Biological Process
Biological Process::GO:0002052	positive regulation of neuroblast proliferation	Biological Process
Biological Process::GO:0002053	positive regulation of mesenchymal cell proliferation	Biological Process
Biological Process::GO:0002062	chondrocyte differentiation	Biological Process
Biological Process::GO:0002063	chondrocyte development	Biological Process
Biological Process::GO:0002064	epithelial cell development	Biological Process
Biological Process::GO:0002065	columnar/cuboidal epithelial cell differentiation	Biological Process
Biological Process::GO:0002066	columnar/cuboidal epithelial cell development	Biological Process
Biological Process::GO:0002067	glandular epithelial cell differentiation	Biological Process
Biological Process::GO:0002068	glandular epithelial cell development	Biological Process
Biological Process::GO:0002069	columnar/cuboidal epithelial cell maturation	Biological Process
Biological Process::GO:0002070	epithelial cell maturation	Biological Process
Biological Process::GO:0002071	glandular epithelial cell maturation	Biological Process
Biological Process::GO:0002072	optic cup morphogenesis involved in camera-type eye development	Biological Process
Biological Process::GO:0002074	extraocular skeletal muscle development	Biological Process
Biological Process::GO:0002076	osteoblast development	Biological Process
Biological Process::GO:0002082	regulation of oxidative phosphorylation	Biological Process
Biological Process::GO:0002084	protein depalmitoylation	Biological Process
Biological Process::GO:0002085	inhibition of neuroepithelial cell differentiation	Biological Process
Biological Process::GO:0002086	diaphragm contraction	Biological Process
Biological Process::GO:0002087	regulation of respiratory gaseous exchange by nervous system process	Biological Process
Biological Process::GO:0002088	lens development in camera-type eye	Biological Process
Biological Process::GO:0002089	lens morphogenesis in camera-type eye	Biological Process
Biological Process::GO:0002090	regulation of receptor internalization	Biological Process
Biological Process::GO:0002091	negative regulation of receptor internalization	Biological Process
Biological Process::GO:0002092	positive regulation of receptor internalization	Biological Process
Biological Process::GO:0002093	auditory receptor cell morphogenesis	Biological Process
Biological Process::GO:0002097	tRNA wobble base modification	Biological Process
Biological Process::GO:0002098	tRNA wobble uridine modification	Biological Process
Biological Process::GO:0002101	tRNA wobble cytosine modification	Biological Process
Biological Process::GO:0002115	store-operated calcium entry	Biological Process
Biological Process::GO:0002118	aggressive behavior	Biological Process
Biological Process::GO:0002121	inter-male aggressive behavior	Biological Process
Biological Process::GO:0002125	maternal aggressive behavior	Biological Process
Biological Process::GO:0002128	tRNA nucleoside ribose methylation	Biological Process
Biological Process::GO:0002130	wobble position ribose methylation	Biological Process
Biological Process::GO:0002138	retinoic acid biosynthetic process	Biological Process
Biological Process::GO:0002143	tRNA wobble position uridine thiolation	Biological Process
Biological Process::GO:0002154	thyroid hormone mediated signaling pathway	Biological Process
Biological Process::GO:0002155	regulation of thyroid hormone mediated signaling pathway	Biological Process
Biological Process::GO:0002157	positive regulation of thyroid hormone mediated signaling pathway	Biological Process
Biological Process::GO:0002158	osteoclast proliferation	Biological Process
Biological Process::GO:0002159	desmosome assembly	Biological Process
Biological Process::GO:0002175	protein localization to paranode region of axon	Biological Process
Biological Process::GO:0002176	male germ cell proliferation	Biological Process
Biological Process::GO:0002181	cytoplasmic translation	Biological Process
Biological Process::GO:0002182	cytoplasmic translational elongation	Biological Process
Biological Process::GO:0002183	cytoplasmic translational initiation	Biological Process
Biological Process::GO:0002188	translation reinitiation	Biological Process
Biological Process::GO:0002191	cap-dependent translational initiation	Biological Process
Biological Process::GO:0002200	somatic diversification of immune receptors	Biological Process
Biological Process::GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	Biological Process
Biological Process::GO:0002208	somatic diversification of immunoglobulins involved in immune response	Biological Process
Biological Process::GO:0002209	behavioral defense response	Biological Process
Biological Process::GO:0002215	defense response to nematode	Biological Process
Biological Process::GO:0002218	activation of innate immune response	Biological Process
Biological Process::GO:0002220	innate immune response activating cell surface receptor signaling pathway	Biological Process
Biological Process::GO:0002221	pattern recognition receptor signaling pathway	Biological Process
Biological Process::GO:0002222	stimulatory killer cell immunoglobulin-like receptor signaling pathway	Biological Process
Biological Process::GO:0002223	stimulatory C-type lectin receptor signaling pathway	Biological Process
Biological Process::GO:0002224	toll-like receptor signaling pathway	Biological Process
Biological Process::GO:0002225	positive regulation of antimicrobial peptide production	Biological Process
Biological Process::GO:0002227	innate immune response in mucosa	Biological Process
Biological Process::GO:0002228	natural killer cell mediated immunity	Biological Process
Biological Process::GO:0002230	positive regulation of defense response to virus by host	Biological Process
Biological Process::GO:0002232	leukocyte chemotaxis involved in inflammatory response	Biological Process
Biological Process::GO:0002237	response to molecule of bacterial origin	Biological Process
Biological Process::GO:0002238	response to molecule of fungal origin	Biological Process
Biological Process::GO:0002244	hematopoietic progenitor cell differentiation	Biological Process
Biological Process::GO:0002246	wound healing involved in inflammatory response	Biological Process
Biological Process::GO:0002248	connective tissue replacement involved in inflammatory response wound healing	Biological Process
Biological Process::GO:0002249	lymphocyte anergy	Biological Process
Biological Process::GO:0002250	adaptive immune response	Biological Process
Biological Process::GO:0002251	organ or tissue specific immune response	Biological Process
Biological Process::GO:0002252	immune effector process	Biological Process
Biological Process::GO:0002253	activation of immune response	Biological Process
Biological Process::GO:0002254	kinin cascade	Biological Process
Biological Process::GO:0002260	lymphocyte homeostasis	Biological Process
Biological Process::GO:0002262	myeloid cell homeostasis	Biological Process
Biological Process::GO:0002263	cell activation involved in immune response	Biological Process
Biological Process::GO:0002265	astrocyte activation involved in immune response	Biological Process
Biological Process::GO:0002266	follicular dendritic cell activation	Biological Process
Biological Process::GO:0002268	follicular dendritic cell differentiation	Biological Process
Biological Process::GO:0002269	leukocyte activation involved in inflammatory response	Biological Process
Biological Process::GO:0002270	plasmacytoid dendritic cell activation	Biological Process
Biological Process::GO:0002273	plasmacytoid dendritic cell differentiation	Biological Process
Biological Process::GO:0002274	myeloid leukocyte activation	Biological Process
Biological Process::GO:0002275	myeloid cell activation involved in immune response	Biological Process
Biological Process::GO:0002276	basophil activation involved in immune response	Biological Process
Biological Process::GO:0002277	myeloid dendritic cell activation involved in immune response	Biological Process
Biological Process::GO:0002278	eosinophil activation involved in immune response	Biological Process
Biological Process::GO:0002279	mast cell activation involved in immune response	Biological Process
Biological Process::GO:0002281	macrophage activation involved in immune response	Biological Process
Biological Process::GO:0002282	microglial cell activation involved in immune response	Biological Process
Biological Process::GO:0002283	neutrophil activation involved in immune response	Biological Process
Biological Process::GO:0002285	lymphocyte activation involved in immune response	Biological Process
Biological Process::GO:0002286	T cell activation involved in immune response	Biological Process
Biological Process::GO:0002287	alpha-beta T cell activation involved in immune response	Biological Process
Biological Process::GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	Biological Process
Biological Process::GO:0002292	T cell differentiation involved in immune response	Biological Process
Biological Process::GO:0002293	alpha-beta T cell differentiation involved in immune response	Biological Process
Biological Process::GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	Biological Process
Biological Process::GO:0002295	T-helper cell lineage commitment	Biological Process
Biological Process::GO:0002296	T-helper 1 cell lineage commitment	Biological Process
Biological Process::GO:0002304	gamma-delta intraepithelial T cell differentiation	Biological Process
Biological Process::GO:0002305	CD8-positive, gamma-delta intraepithelial T cell differentiation	Biological Process
Biological Process::GO:0002309	T cell proliferation involved in immune response	Biological Process
Biological Process::GO:0002312	B cell activation involved in immune response	Biological Process
Biological Process::GO:0002313	mature B cell differentiation involved in immune response	Biological Process
Biological Process::GO:0002314	germinal center B cell differentiation	Biological Process
Biological Process::GO:0002315	marginal zone B cell differentiation	Biological Process
Biological Process::GO:0002316	follicular B cell differentiation	Biological Process
Biological Process::GO:0002317	plasma cell differentiation	Biological Process
Biological Process::GO:0002318	myeloid progenitor cell differentiation	Biological Process
Biological Process::GO:0002320	lymphoid progenitor cell differentiation	Biological Process
Biological Process::GO:0002322	B cell proliferation involved in immune response	Biological Process
Biological Process::GO:0002323	natural killer cell activation involved in immune response	Biological Process
Biological Process::GO:0002326	B cell lineage commitment	Biological Process
Biological Process::GO:0002327	immature B cell differentiation	Biological Process
Biological Process::GO:0002328	pro-B cell differentiation	Biological Process
Biological Process::GO:0002329	pre-B cell differentiation	Biological Process
Biological Process::GO:0002331	pre-B cell allelic exclusion	Biological Process
Biological Process::GO:0002332	transitional stage B cell differentiation	Biological Process
Biological Process::GO:0002333	transitional one stage B cell differentiation	Biological Process
Biological Process::GO:0002335	mature B cell differentiation	Biological Process
Biological Process::GO:0002337	B-1a B cell differentiation	Biological Process
Biological Process::GO:0002339	B cell selection	Biological Process
Biological Process::GO:0002343	peripheral B cell selection	Biological Process
Biological Process::GO:0002344	B cell affinity maturation	Biological Process
Biological Process::GO:0002347	response to tumor cell	Biological Process
Biological Process::GO:0002349	histamine production involved in inflammatory response	Biological Process
Biological Process::GO:0002351	serotonin production involved in inflammatory response	Biological Process
Biological Process::GO:0002352	B cell negative selection	Biological Process
Biological Process::GO:0002353	plasma kallikrein-kinin cascade	Biological Process
Biological Process::GO:0002355	detection of tumor cell	Biological Process
Biological Process::GO:0002357	defense response to tumor cell	Biological Process
Biological Process::GO:0002358	B cell homeostatic proliferation	Biological Process
Biological Process::GO:0002360	T cell lineage commitment	Biological Process
Biological Process::GO:0002361	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	Biological Process
Biological Process::GO:0002362	CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment	Biological Process
Biological Process::GO:0002363	alpha-beta T cell lineage commitment	Biological Process
Biological Process::GO:0002366	leukocyte activation involved in immune response	Biological Process
Biological Process::GO:0002367	cytokine production involved in immune response	Biological Process
Biological Process::GO:0002377	immunoglobulin production	Biological Process
Biological Process::GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	Biological Process
Biological Process::GO:0002384	hepatic immune response	Biological Process
Biological Process::GO:0002385	mucosal immune response	Biological Process
Biological Process::GO:0002387	immune response in gut-associated lymphoid tissue	Biological Process
Biological Process::GO:0002395	immune response in nasopharyngeal-associated lymphoid tissue	Biological Process
Biological Process::GO:0002396	MHC protein complex assembly	Biological Process
Biological Process::GO:0002397	MHC class I protein complex assembly	Biological Process
Biological Process::GO:0002399	MHC class II protein complex assembly	Biological Process
Biological Process::GO:0002407	dendritic cell chemotaxis	Biological Process
Biological Process::GO:0002408	myeloid dendritic cell chemotaxis	Biological Process
Biological Process::GO:0002414	immunoglobulin transcytosis in epithelial cells	Biological Process
Biological Process::GO:0002415	immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor	Biological Process
Biological Process::GO:0002418	immune response to tumor cell	Biological Process
Biological Process::GO:0002419	T cell mediated cytotoxicity directed against tumor cell target	Biological Process
Biological Process::GO:0002424	T cell mediated immune response to tumor cell	Biological Process
Biological Process::GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib	Biological Process
Biological Process::GO:0002429	immune response-activating cell surface receptor signaling pathway	Biological Process
Biological Process::GO:0002430	complement receptor mediated signaling pathway	Biological Process
Biological Process::GO:0002431	Fc receptor mediated stimulatory signaling pathway	Biological Process
Biological Process::GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	Biological Process
Biological Process::GO:0002434	immune complex clearance	Biological Process
Biological Process::GO:0002437	inflammatory response to antigenic stimulus	Biological Process
Biological Process::GO:0002438	acute inflammatory response to antigenic stimulus	Biological Process
Biological Process::GO:0002439	chronic inflammatory response to antigenic stimulus	Biological Process
Biological Process::GO:0002440	production of molecular mediator of immune response	Biological Process
Biological Process::GO:0002441	histamine secretion involved in inflammatory response	Biological Process
Biological Process::GO:0002442	serotonin secretion involved in inflammatory response	Biological Process
Biological Process::GO:0002443	leukocyte mediated immunity	Biological Process
Biological Process::GO:0002444	myeloid leukocyte mediated immunity	Biological Process
Biological Process::GO:0002445	type II hypersensitivity	Biological Process
Biological Process::GO:0002446	neutrophil mediated immunity	Biological Process
Biological Process::GO:0002447	eosinophil mediated immunity	Biological Process
Biological Process::GO:0002448	mast cell mediated immunity	Biological Process
Biological Process::GO:0002449	lymphocyte mediated immunity	Biological Process
Biological Process::GO:0002455	humoral immune response mediated by circulating immunoglobulin	Biological Process
Biological Process::GO:0002456	T cell mediated immunity	Biological Process
Biological Process::GO:0002457	T cell antigen processing and presentation	Biological Process
Biological Process::GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	Biological Process
Biological Process::GO:0002461	tolerance induction dependent upon immune response	Biological Process
Biological Process::GO:0002465	peripheral tolerance induction	Biological Process
Biological Process::GO:0002467	germinal center formation	Biological Process
Biological Process::GO:0002468	dendritic cell antigen processing and presentation	Biological Process
Biological Process::GO:0002469	myeloid dendritic cell antigen processing and presentation	Biological Process
Biological Process::GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	Biological Process
Biological Process::GO:0002475	antigen processing and presentation via MHC class Ib	Biological Process
Biological Process::GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	Biological Process
Biological Process::GO:0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib	Biological Process
Biological Process::GO:0002478	antigen processing and presentation of exogenous peptide antigen	Biological Process
Biological Process::GO:0002481	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent	Biological Process
Biological Process::GO:0002483	antigen processing and presentation of endogenous peptide antigen	Biological Process
Biological Process::GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	Biological Process
Biological Process::GO:0002485	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent	Biological Process
Biological Process::GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	Biological Process
Biological Process::GO:0002491	antigen processing and presentation of endogenous peptide antigen via MHC class II	Biological Process
Biological Process::GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	Biological Process
Biological Process::GO:0002501	peptide antigen assembly with MHC protein complex	Biological Process
Biological Process::GO:0002502	peptide antigen assembly with MHC class I protein complex	Biological Process
Biological Process::GO:0002503	peptide antigen assembly with MHC class II protein complex	Biological Process
Biological Process::GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	Biological Process
Biological Process::GO:0002507	tolerance induction	Biological Process
Biological Process::GO:0002508	central tolerance induction	Biological Process
Biological Process::GO:0002513	tolerance induction to self antigen	Biological Process
Biological Process::GO:0002517	T cell tolerance induction	Biological Process
Biological Process::GO:0002519	natural killer cell tolerance induction	Biological Process
Biological Process::GO:0002520	immune system development	Biological Process
Biological Process::GO:0002521	leukocyte differentiation	Biological Process
Biological Process::GO:0002522	leukocyte migration involved in immune response	Biological Process
Biological Process::GO:0002523	leukocyte migration involved in inflammatory response	Biological Process
Biological Process::GO:0002524	hypersensitivity	Biological Process
Biological Process::GO:0002526	acute inflammatory response	Biological Process
Biological Process::GO:0002528	regulation of vascular permeability involved in acute inflammatory response	Biological Process
Biological Process::GO:0002532	production of molecular mediator involved in inflammatory response	Biological Process
Biological Process::GO:0002536	respiratory burst involved in inflammatory response	Biological Process
Biological Process::GO:0002538	arachidonic acid metabolite production involved in inflammatory response	Biological Process
Biological Process::GO:0002540	leukotriene production involved in inflammatory response	Biological Process
Biological Process::GO:0002542	Factor XII activation	Biological Process
Biological Process::GO:0002543	activation of blood coagulation via clotting cascade	Biological Process
Biological Process::GO:0002544	chronic inflammatory response	Biological Process
Biological Process::GO:0002548	monocyte chemotaxis	Biological Process
Biological Process::GO:0002551	mast cell chemotaxis	Biological Process
Biological Process::GO:0002553	histamine secretion by mast cell	Biological Process
Biological Process::GO:0002554	serotonin secretion by platelet	Biological Process
Biological Process::GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	Biological Process
Biological Process::GO:0002566	somatic diversification of immune receptors via somatic mutation	Biological Process
Biological Process::GO:0002568	somatic diversification of T cell receptor genes	Biological Process
Biological Process::GO:0002572	pro-T cell differentiation	Biological Process
Biological Process::GO:0002573	myeloid leukocyte differentiation	Biological Process
Biological Process::GO:0002576	platelet degranulation	Biological Process
Biological Process::GO:0002577	regulation of antigen processing and presentation	Biological Process
Biological Process::GO:0002578	negative regulation of antigen processing and presentation	Biological Process
Biological Process::GO:0002579	positive regulation of antigen processing and presentation	Biological Process
Biological Process::GO:0002580	regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	Biological Process
Biological Process::GO:0002581	negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	Biological Process
Biological Process::GO:0002582	positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	Biological Process
Biological Process::GO:0002583	regulation of antigen processing and presentation of peptide antigen	Biological Process
Biological Process::GO:0002584	negative regulation of antigen processing and presentation of peptide antigen	Biological Process
Biological Process::GO:0002585	positive regulation of antigen processing and presentation of peptide antigen	Biological Process
Biological Process::GO:0002586	regulation of antigen processing and presentation of peptide antigen via MHC class II	Biological Process
Biological Process::GO:0002587	negative regulation of antigen processing and presentation of peptide antigen via MHC class II	Biological Process
Biological Process::GO:0002588	positive regulation of antigen processing and presentation of peptide antigen via MHC class II	Biological Process
Biological Process::GO:0002589	regulation of antigen processing and presentation of peptide antigen via MHC class I	Biological Process
Biological Process::GO:0002590	negative regulation of antigen processing and presentation of peptide antigen via MHC class I	Biological Process
Biological Process::GO:0002604	regulation of dendritic cell antigen processing and presentation	Biological Process
Biological Process::GO:0002605	negative regulation of dendritic cell antigen processing and presentation	Biological Process
Biological Process::GO:0002606	positive regulation of dendritic cell antigen processing and presentation	Biological Process
Biological Process::GO:0002634	regulation of germinal center formation	Biological Process
Biological Process::GO:0002635	negative regulation of germinal center formation	Biological Process
Biological Process::GO:0002636	positive regulation of germinal center formation	Biological Process
Biological Process::GO:0002637	regulation of immunoglobulin production	Biological Process
Biological Process::GO:0002638	negative regulation of immunoglobulin production	Biological Process
Biological Process::GO:0002639	positive regulation of immunoglobulin production	Biological Process
Biological Process::GO:0002643	regulation of tolerance induction	Biological Process
Biological Process::GO:0002645	positive regulation of tolerance induction	Biological Process
Biological Process::GO:0002652	regulation of tolerance induction dependent upon immune response	Biological Process
Biological Process::GO:0002661	regulation of B cell tolerance induction	Biological Process
Biological Process::GO:0002663	positive regulation of B cell tolerance induction	Biological Process
Biological Process::GO:0002664	regulation of T cell tolerance induction	Biological Process
Biological Process::GO:0002666	positive regulation of T cell tolerance induction	Biological Process
Biological Process::GO:0002667	regulation of T cell anergy	Biological Process
Biological Process::GO:0002669	positive regulation of T cell anergy	Biological Process
Biological Process::GO:0002673	regulation of acute inflammatory response	Biological Process
Biological Process::GO:0002674	negative regulation of acute inflammatory response	Biological Process
Biological Process::GO:0002675	positive regulation of acute inflammatory response	Biological Process
Biological Process::GO:0002676	regulation of chronic inflammatory response	Biological Process
Biological Process::GO:0002677	negative regulation of chronic inflammatory response	Biological Process
Biological Process::GO:0002678	positive regulation of chronic inflammatory response	Biological Process
Biological Process::GO:0002679	respiratory burst involved in defense response	Biological Process
Biological Process::GO:0002681	somatic recombination of T cell receptor gene segments	Biological Process
Biological Process::GO:0002683	negative regulation of immune system process	Biological Process
Biological Process::GO:0002684	positive regulation of immune system process	Biological Process
